агглиутинaциа	агглютинaция
ацаргәашә	сычуг
ацарӡы	сычужина
ашьҭархаҩ	сыщик
ашьҭазаҩтә	сыщицкий
ашьҭаԥшааҩтә	сыщицкий
аекономиа аҟаҵара	сэкономить
абрахь	сюда
арахь	сюда
асиужет	сюжет
асиужетра	сюжетность
асиузерен	сюзерен
асиузерентә	сюзеренный
асиуита	сюита
асиуитатә	сюитный
асиурприз	сюрприз
асиурпризтә	сюрпризный
асиурреализм	сюрреализм
иҳамҭаны	сюрпризом
асиурреалист	сюрреалист
асиуртук	сюртук
ирԥшқан ацәажәара	сюсюканье
ирԥшқаны ацәажәара	сюсюкать
атипас	сявка
амҟаҿамҳәа	сявка
аҭыҭынҭра	табакерка
аҭыҭынҭратә	табакерочный
аҭыҭынаарыхҩы	табаковод
аҭыҭынаарыхра	табаководство
аҭыҭынахаҩ	табакокур
аҭыҭынахара	табакокурение
аҭыҭынбзиабаҩ	табакоман
аҭыҭынаарыхырҭа	табачный
аҭаҩбӷьыцҩы	табельщик
акыԥтә	таблеточный
акыԥхәшәытә	таблеточный
аҭаӡҩыра хәыҷы	табличка
атабло	табло
азеиԥшеишәа	табльдот
атабор	табор
атабортә	таборный
атабу	табу
аҵасымра	табу
ахьыӡшьара	табу
ахьыӡшьара	табуирование
атабутәра	табуирование
аҭаӡҩырартәра	табулирование
аҭаӡҩырартәра	табулировать
аҭаӡҩырартәра	табуляция
иҭаӡҩырартәу	табулированный
аҭаӡҩыраграмма	табуляграмма
аҭаӡырартәыга	табулятор
аҽгәарҭа	табун
аиҽеизгара	табуниться
ауахьадтә	табунный
ауахьадхьча	табунщик
адамыӷ анҵара	таврение
адамыӷ анҵара	таврить
аиҵар	табурет
аҟәардәтә	табуретный
аиҵартә	табуретный
адамыӷа зну	таврёный
адамыӷанҵара	таврование
атаигауаҩ	таёжник
агәчамауаҭатә	тазобедренный
агәчаматә	тазовый
аҟәыҟәылтә	тазовый
аамҭарбага	таймер
аҵәахзаара	таиться
атаига	тайга
атаим	тайм
аҵәахырҭатә	тайниковый
адамыӷатә	тавровый
аиҭеиҭаҳәатә	тавтологический
атавтологиа	тавтология
ажәеиҭаҳәара	тавтология
ахшьапы	таган
ахшьапы	треножник
асаџьақ	таган
ахшьапытә	таганный
асаџьақтә	таганный
аҭаџьыктә	таджикский
амаӡаҩыратә	тайнописный
амаӡаҩыра	тайнопись
уаҩ изымдыруа	таинственный
маӡа	таинственно
атаифун	таифун
аӷбамаҭәахә	такелаж
аӷбашахақәа	такелаж
убас	также
убас	таково
курит	также
аҭыҭын дахоит	также
амцхәгьы	таки
абас иҟоу	такой
абас	такой
убасала	такой
атакса	такса
ахәԥҵәаратә	таксационный
ахәԥҵәаратә	таксовый
ахәԥҵәара	таксация
ахәԥҵәара	таксировать
